	canny	fast	hessian	lbp	shape_index	structure
386	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00305373 -0.01127531 -0.01227142 ..., -0.00867063 -0.00280039
  0.01336214]"	[   0.    1.  513. ...,   56.   56.   56.]	"[ 0.57724617  0.78389308  0.87346784 ...,  0.63443169  0.53782973
  0.34553134]"	"[ 0.20408136  0.22784314  0.24562876 ...,  1.27109357  1.09587005
  0.79664462]"
387	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00433353 -0.02848076 -0.03156234 ..., -0.03020878 -0.02681314
 -0.00397435]"	[ 257.  257.  769. ...,   56.   56.   56.]	"[ 0.53432501  0.72782406  0.80356854 ...,  0.80726761  0.72693066
  0.53342576]"	"[ 1.99420714  2.31521171  2.59627842 ...,  2.29593411  2.04894333
  1.76212625]"
388	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0064953  -0.04060023 -0.04516254 ...,  0.00470535 -0.00416737
  0.00148495]"	[ 256.    0.    0. ...,   56.   56.   56.]	"[ 0.53681868  0.73194593  0.80947319 ...,  0.29714605  0.83669424
  0.41243317]"	"[ 3.89622277  4.51942646  5.05747402 ...,  0.04440304  0.05201346
  0.04357447]"
389	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00643568 -0.02184101 -0.02142129 ..., -0.04957475 -0.04407459
 -0.00681131]"	[  0.   0.   0. ...,   8.  24.  16.]	"[ 0.58285954  0.78748714  0.8568217  ...,  0.80862233  0.72903584
  0.53519027]"	"[ 0.74563854  0.79726927  0.85242673 ...,  6.12574266  5.4605304
  4.70124399]"
390	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00594924 -0.02766903 -0.02990922 ..., -0.00920104 -0.00901989
 -0.00239231]"	[ 256.  256.  256. ...,    0.    0.    0.]	"[ 0.55238199  0.74232155  0.81123947 ...,  0.78928781  0.74870467
  0.56794843]"	"[ 1.63851449  1.89520409  2.12280335 ...,  0.19030984  0.17030902
  0.14550133]"
391	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0052505  -0.02859204 -0.03113132 ...,  0.01000276  0.00521977
  0.00642178]"	[ 256.  257.  257. ...,   56.   56.   56.]	"[ 0.5433643   0.7382749   0.81258327 ...,  0.27693377  0.3710907
  0.33869675]"	"[ 1.81508118  2.09815092  2.33113088 ...,  0.45269501  0.29147564
  0.21456858]"
392	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00086529 -0.00554495 -0.00584233 ...,  0.01592961  0.00643845
  0.00370411]"	[ 769.  513.  769. ...,   56.   56.   56.]	"[ 0.53582332  0.73072991  0.78531518 ..., -0.1692904   0.04805504
  0.18132687]"	"[ 0.0747251   0.08794232  0.09946709 ...,  0.07948527  0.03390773
  0.01871231]"
393	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00162611 -0.00865848 -0.00979455 ..., -0.00232965 -0.00162681
  0.00137646]"	[ 769.  769.  769. ...,   56.   48.   56.]	"[ 0.54923055  0.75392935  0.82935463 ...,  0.57290978  0.55201223
  0.4514704 ]"	"[ 0.14849431  0.17008332  0.19025441 ...,  0.17918567  0.13372512
  0.10112624]"
394	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00044885 -0.00415706 -0.00418958 ..., -0.00928234 -0.01005626
 -0.00307233]"	[ 769.  769.  769. ...,   56.   24.    8.]	"[ 0.51945478  0.67778018  0.70823732 ...,  0.84027421  0.78761409
  0.58492646]"	"[ 0.06468898  0.07902973  0.09276238 ...,  0.18680745  0.17583873
  0.1578977 ]"
395	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.00656153 -0.04140837 -0.04626388 ..., -0.04078359 -0.037374   -0.00696404]	[   0.  257.  513. ...,   24.    8.    8.]	"[ 0.53600294  0.72903006  0.80504919 ...,  0.81225527  0.73499855
  0.54353496]"	"[ 4.18975086  4.87997234  5.48047217 ...,  3.99980875  3.59816509
  3.11771699]"
396	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.01579453  0.00440782 -0.00307599 ..., -0.04154591 -0.03818312
 -0.0116218 ]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.28004658  0.43307903  0.55393839 ...,  0.88022931  0.80081441
  0.59729863]"	"[ 0.65591153  0.92574453  1.18347352 ...,  2.20778606  2.05145956
  1.80720883]"
397	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00443093 -0.00104614 -0.00371419 ..., -0.01616622 -0.01778406
 -0.00538448]"	[ 768.  768.  769. ...,   16.   16.    0.]	"[ 0.39382791  0.52583669  0.60963562 ...,  0.82767796  0.7921815
  0.58707187]"	"[ 0.1641683   0.21611873  0.27961152 ...,  0.60631251  0.56886267
  0.5005238 ]"
398	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0067633  -0.04433735 -0.04954154 ..., -0.00033398 -0.0003981
 -0.00018626]"	[ 769.  769.  768. ...,   56.   56.   56.]	"[ 0.53481535  0.72995707  0.80802194 ...,  0.71939675  0.73262334
  0.62132092]"	"[  4.72991235e+00   5.49058451e+00   6.15361556e+00 ...,   3.08345075e-04
   2.75730240e-04   2.27201921e-04]"
399	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0070934  -0.04102775 -0.0453051  ...,  0.00429498  0.00088617
  0.00362813]"	[  0.   0.   0. ...,  48.  48.  48.]	"[ 0.54042072  0.73529281  0.81169433 ...,  0.38301439  0.47262621
  0.37336003]"	"[ 3.84478906  4.46585204  4.98637659 ...,  0.22697084  0.15370144
  0.11528047]"
400	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.02645587 -0.06105839 -0.04852437 ..., -0.04103101 -0.03039803
  0.00029086]"	[  0.   0.   0. ...,   8.   8.  56.]	"[ 0.67525036  0.88654035  0.82601143 ...,  0.82932977  0.7038755
  0.49805461]"	"[ 3.07218331  3.19807773  3.12099388 ...,  3.52960073  3.11672556
  2.71975819]"
401	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00468793 -0.02681277 -0.02959251 ..., -0.0411427  -0.03721476
 -0.00600497]"	[ 256.  256.  256. ...,   56.   56.   56.]	"[ 0.54102278  0.7371467   0.8223852  ...,  0.80855021  0.73276608
  0.53725931]"	"[ 1.60129099  1.83947324  2.04080926 ...,  4.2316296   3.78091094
  3.25955872]"
402	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -8.46268133e-05  -5.28835519e-04  -5.82974437e-04 ...,  -1.86378436e-02
  -2.84141058e-02  -8.81542257e-03]"	[ 769.  513.  513. ...,    0.    0.    0.]	"[ 0.53680222  0.73182226  0.80690889 ...,  0.77033533  0.84502864
  0.60554301]"	"[  6.62021685e-04   7.67926792e-04   8.59497408e-04 ...,   7.92402914e-01
   7.99365377e-01   7.41802161e-01]"
403	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00785954 -0.01788541 -0.00799649 ..., -0.02064236 -0.01988864
 -0.00523716]"	[ 513.  769.  769. ...,    0.    0.    0.]	"[ 0.60490003  0.74642561  0.6270788  ...,  0.82796991  0.76576505
  0.57025526]"	"[ 0.83799236  1.00494059  1.11663199 ...,  0.88821284  0.80853305
  0.7057515 ]"
404	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00203333 -0.01533472 -0.01827433 ..., -0.0324307  -0.02937161
 -0.00527937]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.53039785  0.73512548  0.84078514 ...,  0.8104947   0.73647778
  0.54237231]"	"[ 0.56163167  0.63877656  0.70636085 ...,  2.54251883  2.26929963
  1.95548492]"
405	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -3.61572314e-03  -1.42995378e-02  -1.49434677e-02 ...,  -1.20636203e-02
  -9.50689774e-03  -1.17601303e-05]"	[  0.   0.   0. ...,   0.   8.  40.]	"[ 0.5608788   0.73525438  0.79151677 ...,  0.76828941  0.67656124
  0.50021895]"	"[ 0.43418386  0.50716102  0.57482307 ...,  0.45939771  0.39584311
  0.33158247]"
406	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01310595 -0.03240779 -0.02657419 ..., -0.04961857 -0.04477938
 -0.00716507]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.64995444  0.85067529  0.81589803 ...,  0.80827128  0.73183853
  0.53680222]"	"[ 0.92319367  1.03870507  1.06323142 ...,  6.16109684  5.50484054
  4.74566567]"
407	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00439101 -0.03126682 -0.0360944  ..., -0.03568314 -0.03222911
 -0.00523277]"	[ 768.  768.    0. ...,   24.   24.   16.]	"[ 0.53156935  0.72562533  0.81001444 ...,  0.81022213  0.73391747
  0.53768781]"	"[ 2.43138306  2.83849561  3.19354226 ...,  3.13354444  2.80249969
  2.41655302]"
408	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00648438 -0.01166038 -0.00864774 ..., -0.00628489 -0.00256981
  0.00189054]"	[  0.   0.   0. ...,   0.  56.  56.]	"[ 0.73262903  0.89009011  0.82531578 ...,  0.79876533  0.62103613
  0.40786717]"	"[ 0.0891941   0.09205638  0.09252018 ...,  0.0908633   0.07441332
  0.05774633]"
409	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00060077  0.0003646   0.00021336 ..., -0.00305927 -0.00354227
 -0.00111632]"	[ 769.  769.  257. ...,   56.   48.   16.]	"[ 0.22187094  0.29086303  0.35103386 ...,  0.78597397  0.78102834
  0.58756912]"	"[ 0.00063987  0.00091768  0.00124067 ...,  0.02768599  0.02510608
  0.02201582]"
410	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0025068  -0.00889383 -0.00779796 ..., -0.00460805 -0.00437969
 -0.00055686]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.59252108  0.83858064  0.83277534 ...,  0.83971274  0.74181159
  0.52892576]"	"[ 0.10908198  0.11834914  0.12444187 ...,  0.05554297  0.05136191
  0.04780889]"
411	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.0003146  -0.00464061 -0.00665854 ..., -0.0361432  -0.02372561
  0.00331366]"	[ 0.  0.  0. ...,  0.  0.  8.]	"[ 0.48566427  0.71430079  0.8596308  ...,  0.87292068  0.70416844
  0.47298566]"	"[ 0.06650871  0.0757166   0.08506127 ...,  2.35984684  2.12202367
  1.8789611 ]"
412	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00739633 -0.02364004 -0.02231524 ..., -0.00517226 -0.00626817
 -0.0017477 ]"	[ 512.  512.  513. ...,   56.   48.   48.]	"[ 0.59257767  0.79564578  0.83804087 ...,  0.750993    0.75551964
  0.57087435]"	"[ 0.7579098   0.85450393  0.91068917 ...,  0.10060793  0.09017485
  0.07715539]"
413	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00533552 -0.03292229 -0.03808727 ..., -0.02832764 -0.0199615
 -0.00029065]"	[  0.   0.   0. ...,   0.   8.  24.]	"[ 0.53985013  0.74887447  0.83877726 ...,  0.82743897  0.69873051
  0.5029309 ]"	"[ 2.30911985  2.6470814   2.93323616 ...,  1.65872066  1.45339836
  1.2155733 ]"
414	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00543353 -0.0348886  -0.03854295 ..., -0.0088298  -0.00724095
 -0.0002121 ]"	[ 768.  769.  769. ...,   24.   24.   24.]	"[ 0.53589233  0.73312129  0.81005871 ...,  0.80063715  0.70361229
  0.50582958]"	"[ 2.87823598  3.33161921  3.71866249 ...,  0.23154497  0.20213797
  0.17589381]"
415	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -6.54496748e-03  -3.72443359e-02  -3.96401886e-02 ...,  -9.48574911e-03
  -1.11050985e-02  -3.01134410e-05]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54084127  0.73466291  0.79942076 ...,  0.65824363  0.65776154
  0.50041999]"	"[ 3.22275374  3.72896568  4.17289104 ...,  0.94643429  0.79917136
  0.66626189]"
416	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00362098 -0.02389481 -0.02643909 ..., -0.04167803 -0.03772145
 -0.00636865]"	[ 769.  769.  769. ...,    0.   32.   32.]	"[ 0.53430712  0.72876242  0.80468691 ...,  0.8073888   0.73417311
  0.5394184 ]"	"[ 1.39997934  1.62395117  1.81985282 ...,  4.27966405  3.81770069
  3.27498736]"
417	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00268656 -0.01087796 -0.01128046 ..., -0.01178139 -0.0111141
 -0.00176888]"	[   0.    0.  768. ...,    8.    0.    8.]	"[ 0.56406152  0.75983683  0.82912982 ...,  0.78232689  0.72127864
  0.5350326 ]"	"[ 0.21312569  0.24455921  0.26728292 ...,  0.41588561  0.36780083
  0.31443254]"
418	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00990719 -0.03181748 -0.03359105 ..., -0.00293867 -0.00349629
 -0.00100859]"	[  0.   0.   0. ...,  56.  48.  56.]	"[ 0.57915951  0.74252233  0.78046385 ...,  0.74133709  0.74838163
  0.57253187]"	"[ 2.12931348  2.58822815  3.00631783 ...,  0.03814355  0.03308717
  0.02805938]"
419	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[  2.34096491e-05  -2.02035953e-02  -2.39225120e-02 ...,  -4.51300525e-02
  -4.00121710e-02  -6.52143414e-03]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.49978204  0.6880673   0.75738465 ...,  0.81837919  0.73589473
  0.53829323]"	"[ 1.42334488  1.70679096  1.97713057 ...,  4.69643834  4.20515808
  3.62913512]"
420	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00150159 -0.00225994 -0.00425032 ...,  0.00734342  0.00309822
  0.00292047]"	[ 768.  768.  768. ...,   56.   56.   56.]	"[ 0.43155006  0.61255973  0.79992996 ..., -0.04460633  0.16526383
  0.15575576]"	"[ 0.05290968  0.06221866  0.07075401 ...,  0.03143832  0.01469626
  0.0080149 ]"
421	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01770496 -0.03734683 -0.02412231 ..., -0.05017226 -0.04491841
 -0.00731443]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.69441562  0.89484943  0.77069507 ...,  0.81514643  0.73502146
  0.53797536]"	"[ 1.18622648  1.35134008  1.36593843 ...,  5.97801042  5.35790893
  4.63149283]"
422	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00252274 -0.01556019 -0.01837629 ..., -0.02437316 -0.02308671
 -0.0044868 ]"	[ 0.  0.  0. ...,  8.  8.  8.]	"[ 0.53944866  0.74286867  0.84466661 ...,  0.8074321   0.74219606
  0.54693295]"	"[ 0.49660577  0.57153913  0.63243536 ...,  1.436971    1.28935904
  1.11550641]"
423	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00761069 -0.04067153 -0.04509349 ..., -0.00425778 -0.00376401
 -0.00123844]"	[  0.   0.   0. ...,  56.  24.  16.]	"[ 0.54534846  0.74514392  0.82479947 ...,  0.77413039  0.70765481
  0.57377411]"	"[ 3.57988654  4.12578743  4.57369312 ...,  0.04014265  0.03504326
  0.02941991]"
424	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00605296 -0.03983331 -0.04340749 ..., -0.03097804 -0.02318228
 -0.00259161]"	[   1.  769.    1. ...,    0.    0.    8.]	"[ 0.53541789  0.73663809  0.80989359 ...,  0.84016257  0.71905756
  0.5248473 ]"	"[ 3.65426899  4.22231179  4.71315496 ...,  1.81080947  1.60339699
  1.34378288]"
425	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0071498  -0.04136955 -0.04526529 ..., -0.00694105 -0.01559315
 -0.00828798]"	[  0.   0.   0. ...,  48.  32.  32.]	"[ 0.54024956  0.73451181  0.8081255  ...,  0.74870011  0.94102398
  0.73792036]"	"[ 3.94423814  4.57109373  5.10916577 ...,  0.11579568  0.12336163
  0.12345263]"
426	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0032022  -0.01453771 -0.01488208 ..., -0.00257281 -0.00311541
 -0.00055856]"	[   0.    1.  769. ...,   56.   56.   56.]	"[ 0.55372703  0.74647032  0.80665549 ...,  0.67448644  0.68652857
  0.53219463]"	"[ 0.44287384  0.509127    0.56331074 ...,  0.06014162  0.05138417
  0.04288937]"
427	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00627008 -0.03692707 -0.04003484 ..., -0.00601568 -0.00609065
 -0.00149179]"	[   0.  256.  256. ...,   40.   40.   56.]	"[ 0.53949963  0.73555559  0.80939098 ...,  0.78865274  0.75154568
  0.56296345]"	"[ 3.13261976  3.61667133  4.03159888 ...,  0.09378204  0.08440979
  0.07217207]"
428	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00614054 -0.03837642 -0.04252366 ..., -0.04180411 -0.03853845
 -0.0079887 ]"	[ 257.  257.  257. ...,   56.   56.   32.]	"[ 0.53680222  0.73183853  0.80827128 ...,  0.81801164  0.74580388
  0.55112928]"	"[ 3.48553907  4.04312864  4.52512783 ...,  3.98029202  3.57799942
  3.08394697]"
429	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00263157 -0.01021222 -0.01012886 ..., -0.01698641 -0.01472558
 -0.0020874 ]"	[   0.    0.  512. ...,    8.    8.    8.]	"[ 0.56797408  0.7655457   0.81897936 ...,  0.85004505  0.74339811
  0.53349332]"	"[ 0.18389753  0.20935128  0.22853874 ...,  0.60115098  0.55048975
  0.48782407]"
430	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01882069 -0.04056693 -0.02908677 ..., -0.01666068 -0.01011411
  0.00268757]"	[  0.   0.   0. ...,   8.   8.  56.]	"[ 0.65819406  0.84350853  0.81214465 ...,  0.82878427  0.66359432
  0.45727149]"	"[ 1.65700126  1.91541049  1.95543697 ...,  0.60200372  0.52517673
  0.46296581]"
431	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00499019  0.00019152 -0.00663945 ...,  0.02250382  0.02217308
  0.03247602]"	[ 256.  256.    0. ...,   56.   56.   56.]	"[ 0.32911167  0.49369188  0.7390735  ..., -0.31496484  0.06377752
  0.12797598]"	"[ 0.08141759  0.11858082  0.14690468 ...,  1.5771721   1.49397384
  1.0854715 ]"
432	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00077502 -0.00824575 -0.00970786 ..., -0.00329179 -0.00482581
 -0.00208111]"	[ 256.  256.  257. ...,   24.    8.    0.]	"[ 0.52022268  0.71723105  0.80135389 ...,  0.77245952  0.80769879
  0.62707744]"	"[ 0.17415534  0.2019146   0.22727866 ...,  0.04116079  0.03837541
  0.03392651]"
433	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0005714  -0.00165004 -0.0009251  ..., -0.00260654 -0.00134229
  0.00081313]"	[   0.  513.  769. ...,   32.   40.   56.]	"[ 0.61188313  0.85171682  0.7078783  ...,  0.74687317  0.61212312
  0.43092485]"	"[ 0.00321582  0.00344401  0.00358481 ...,  0.02489002  0.02084871
  0.01680212]"
434	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0008551  -0.00244916 -0.0018213  ..., -0.00126655 -0.00153015
 -0.00062012]"	[ 256.  256.    0. ...,   56.   40.   40.]	"[ 0.59510247  0.75184244  0.69781953 ...,  0.6669064   0.69051518
  0.58419243]"	"[ 0.00933341  0.01130458  0.01280437 ...,  0.01090148  0.00893107
  0.00711644]"
435	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00525942 -0.00700798 -0.00545449 ..., -0.00489173 -0.00650653
 -0.00226758]"	[ 513.    1.    0. ...,    0.    0.    0.]	"[ 0.89939793  0.92456045  0.88061411 ...,  0.80858996  0.83370359
  0.61815443]"	"[ 0.03638013  0.03601859  0.03672102 ...,  0.0536637   0.05143555
  0.04620751]"
436	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00409618 -0.02505016 -0.03034806 ..., -0.03976202 -0.03200044
 -0.00454661]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.54009112  0.74480504  0.85218658 ...,  0.82894421  0.72347133
  0.53197846]"	"[ 1.27590546  1.46791722  1.62396422 ...,  3.26358186  2.90013268
  2.46507752]"
437	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00225743 -0.01219963 -0.01327823 ..., -0.01792197 -0.0158617
 -0.00267463]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.54287149  0.73163088  0.80083885 ...,  0.82255329  0.73785087
  0.53985166]"	"[ 0.34218188  0.39969814  0.44790093 ...,  0.72670947  0.65152195
  0.56395605]"
438	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00197591 -0.01720395 -0.01963236 ..., -0.02515828 -0.02267314
 -0.00308048]"	[ 769.  769.  769. ...,   32.   40.   40.]	"[ 0.52483977  0.71896704  0.80102189 ...,  0.80677832  0.72904661
  0.53071248]"	"[ 0.78599561  0.92148084  1.03865757 ...,  1.63149601  1.45864105
  1.25592149]"
439	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00313785 -0.01253115 -0.0116689  ..., -0.04066066 -0.03303501
 -0.00320481]"	[ 769.  769.  769. ...,   48.   48.   48.]	"[ 0.56093137  0.75114977  0.79730433 ...,  0.7900517   0.69932431
  0.51961588]"	"[ 0.32169419  0.36081669  0.39378102 ...,  4.22747607  3.66330979
  3.07849259]"
440	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00024566 -0.00228279 -0.00311397 ..., -0.00362265  0.00120057
  0.00485872]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.52151465  0.68347935  0.77036708 ...,  0.61500912  0.4598676
  0.32501265]"	"[ 0.01659506  0.02001432  0.02378656 ...,  0.20098273  0.1485759
  0.10236012]"
441	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00035547 -0.00097261 -0.00192495 ..., -0.03849536 -0.03490964
 -0.00531562]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.46953748  0.57978934  0.65913716 ...,  0.80431341  0.72921019
  0.53450753]"	"[ 0.01596591  0.02205517  0.02813649 ...,  3.85017286  3.43866464
  2.96519859]"
442	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00719329 -0.04495589 -0.04981784 ..., -0.03576463 -0.03201153
 -0.00460359]"	[ 257.  769.  769. ...,   56.   56.   56.]	"[ 0.53680225  0.73183948  0.80829349 ...,  0.80758109  0.72698151
  0.53220364]"	"[ 4.78310667  5.54827107  6.20970494 ...,  3.35817335  2.99393786
  2.58916126]"
443	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -1.40226630e-05  -8.76371160e-05  -9.71078359e-05 ...,   2.63824733e-03
  -1.25647152e-03  -3.55350045e-04]"	[ 769.  769.  769. ...,   56.   56.   56.]	"[ 0.53680222  0.73183853  0.80827128 ...,  0.3931892   0.55197773
  0.51508868]"	"[  1.81767918e-05   2.10845743e-05   2.35981593e-05 ...,   1.36409490e-01
   1.04778003e-01   8.29440664e-02]"
444	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.010005   -0.02470954 -0.00989622 ..., -0.00428944 -0.00277639
  0.00165758]"	[ 513.  769.  769. ...,   56.   56.   56.]	"[ 0.57932542  0.70117213  0.59069581 ...,  0.6816816   0.60460777
  0.43919924]"	"[ 2.38565535  2.89019182  3.33660927 ...,  0.14363241  0.11808782
  0.09605562]"
445	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00866125 -0.04621368 -0.05183088 ...,  0.01972547 -0.02659529
 -0.00025802]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54526958  0.743348    0.82940062 ...,  0.32135751  0.76704885
  0.50213753]"	"[ 4.51609216  5.23006605  5.78528085 ...,  1.87747045  1.93064837
  1.91580871]"
446	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00684066 -0.03530203 -0.0528973  ..., -0.00402418 -0.00773905
 -0.00255452]"	[  0.   0.   0. ...,  16.  48.  16.]	"[ 0.55196662  0.76679413  0.94444558 ...,  0.64892608  0.77541904
  0.59494296]"	"[ 2.22966628  2.55552704  2.7579986  ...,  0.17057474  0.14164864
  0.11281294]"
447	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00562558 -0.0276707  -0.02916338 ..., -0.03557256 -0.02882505
 -0.00092911]"	[   1.  513.    1. ...,   56.   56.   56.]	"[ 0.54829155  0.73733095  0.79548006 ...,  0.8615209   0.72593059
  0.50686016]"	"[ 1.7491688   2.02911116  2.28515871 ...,  2.68025384  2.46945597
  2.26361876]"
448	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00885718 -0.03163584 -0.03158987 ..., -0.03120746 -0.02839539
 -0.00116815]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.57892471  0.7826384   0.8394249  ...,  0.79015277  0.71297327
  0.50827601]"	"[ 1.58706322  1.7939335   1.93757493 ...,  3.27497664  2.95383096
  2.49996303]"
449	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00011315 -0.00054299 -0.00060779 ..., -0.00132847 -0.00502125
 -0.00313807]"	[ 769.  769.  769. ...,   56.   56.   56.]	"[ 0.47636112  0.60332458  0.61531574 ...,  0.68868031  0.89725493
  0.74810259]"	"[ 0.00303943  0.00396815  0.00509095 ...,  0.01386943  0.01382384
  0.01393888]"
